timestamp,open,high,low,close
1730419200000,70292.01000000,70311.18000000,70248.96000000,70311.17000000
1730419260000,70311.17000000,70320.00000000,70306.00000000,70318.00000000
1730419320000,70318.00000000,70328.53000000,70276.02000000,70304.44000000
1730419380000,70304.44000000,70354.77000000,70304.44000000,70350.10000000
1730419440000,70350.11000000,70350.11000000,70333.91000000,70349.67000000
1730419500000,70349.66000000,70430.50000000,70349.66000000,70424.25000000
1730419560000,70424.24000000,70430.24000000,70400.70000000,70419.13000000
1730419620000,70419.13000000,70449.43000000,70418.38000000,70431.35000000
1730419680000,70431.35000000,70431.35000000,70401.50000000,70401.50000000
1730419740000,70401.50000000,70401.50000000,70362.00000000,70382.00000000
1730419800000,70382.00000000,70382.00000000,70347.72000000,70364.45000000
1730419860000,70364.44000000,70393.85000000,70364.44000000,70389.27000000
1730419920000,70389.27000000,70389.27000000,70360.01000000,70360.02000000
1730419980000,70360.02000000,70435.73000000,70360.02000000,70435.72000000
1730420040000,70435.73000000,70461.99000000,70435.72000000,70461.99000000
1730420100000,70461.99000000,70468.11000000,70420.00000000,70426.33000000
1730420160000,70426.33000000,70454.46000000,70408.59000000,70408.59000000
1730420220000,70408.59000000,70425.54000000,70408.59000000,70425.54000000
1730420280000,70425.54000000,70465.50000000,70425.53000000,70460.00000000
1730420340000,70460.00000000,70460.01000000,70434.00000000,70453.75000000
1730420400000,70453.75000000,70470.00000000,70430.00000000,70431.80000000
1730420460000,70431.80000000,70443.93000000,70422.00000000,70422.01000000
1730420520000,70422.00000000,70422.01000000,70360.01000000,70362.01000000
1730420580000,70362.01000000,70395.33000000,70362.01000000,70395.33000000
1730420640000,70395.33000000,70400.00000000,70382.00000000,70398.96000000
1730420700000,70398.97000000,70416.37000000,70386.49000000,70416.36000000
1730420760000,70416.37000000,70416.37000000,70382.00000000,70383.99000000
1730420820000,70384.00000000,70457.39000000,70384.00000000,70457.39000000
1730420880000,70457.38000000,70467.00000000,70412.33000000,70412.33000000
1730420940000,70412.33000000,70444.00000000,70412.33000000,70428.00000000
1730421000000,70428.00000000,70428.00000000,70407.05000000,70417.99000000
1730421060000,70417.99000000,70418.00000000,70368.88000000,70368.88000000
1730421120000,70368.89000000,70374.00000000,70344.00000000,70344.00000000
1730421180000,70344.01000000,70344.01000000,70303.99000000,70304.00000000
1730421240000,70303.99000000,70304.00000000,70222.22000000,70231.53000000
1730421300000,70231.53000000,70236.00000000,70199.90000000,70217.99000000
1730421360000,70218.00000000,70235.71000000,70211.78000000,70211.79000000
1730421420000,70211.79000000,70224.47000000,70199.90000000,70202.00000000
1730421480000,70202.01000000,70206.00000000,70199.90000000,70199.91000000
1730421540000,70199.90000000,70199.91000000,70146.80000000,70149.84000000
1730421600000,70149.84000000,70206.00000000,70149.83000000,70202.02000000
1730421660000,70202.01000000,70221.45000000,70193.36000000,70216.01000000
1730421720000,70216.01000000,70300.00000000,70216.01000000,70286.01000000
1730421780000,70286.00000000,70292.88000000,70265.55000000,70265.55000000
1730421840000,70265.55000000,70265.56000000,70240.00000000,70256.00000000
1730421900000,70255.99000000,70256.00000000,70227.50000000,70227.51000000
1730421960000,70227.51000000,70258.00000000,70206.00000000,70258.00000000
1730422020000,70258.00000000,70340.07000000,70258.00000000,70300.20000000
1730422080000,70300.20000000,70362.92000000,70300.19000000,70350.22000000
1730422140000,70350.23000000,70381.00000000,70340.19000000,70381.00000000
