timestamp,open,high,low,close
1688169600000,1933.80000000,1935.56000000,1933.79000000,1935.36000000
1688169660000,1935.36000000,1935.37000000,1933.80000000,1934.04000000
1688169720000,1934.05000000,1935.82000000,1934.04000000,1934.80000000
1688169780000,1934.80000000,1935.41000000,1934.80000000,1934.81000000
1688169840000,1934.81000000,1935.99000000,1934.81000000,1935.99000000
1688169900000,1935.99000000,1935.99000000,1934.62000000,1934.62000000
1688169960000,1934.63000000,1936.18000000,1934.62000000,1936.17000000
1688170020000,1936.17000000,1937.18000000,1935.72000000,1937.18000000
1688170080000,1937.17000000,1937.18000000,1935.40000000,1935.41000000
1688170140000,1935.40000000,1937.07000000,1935.40000000,1937.06000000
1688170200000,1937.07000000,1937.50000000,1936.85000000,1937.50000000
1688170260000,1937.50000000,1938.42000000,1937.27000000,1937.28000000
1688170320000,1937.27000000,1938.38000000,1936.12000000,1936.12000000
1688170380000,1936.12000000,1936.13000000,1930.80000000,1930.80000000
1688170440000,1930.81000000,1933.47000000,1930.01000000,1933.46000000
1688170500000,1933.47000000,1934.95000000,1932.33000000,1934.94000000
1688170560000,1934.94000000,1935.20000000,1934.21000000,1934.22000000
1688170620000,1934.21000000,1934.22000000,1933.21000000,1933.51000000
1688170680000,1933.50000000,1933.91000000,1932.60000000,1932.60000000
1688170740000,1932.61000000,1934.20000000,1932.60000000,1934.02000000
1688170800000,1934.01000000,1934.39000000,1933.69000000,1933.70000000
1688170860000,1933.70000000,1934.20000000,1933.00000000,1934.20000000
1688170920000,1934.19000000,1935.80000000,1933.61000000,1935.22000000
1688170980000,1935.22000000,1935.93000000,1935.05000000,1935.28000000
1688171040000,1935.29000000,1935.93000000,1935.28000000,1935.73000000
1688171100000,1935.74000000,1935.74000000,1934.51000000,1934.52000000
1688171160000,1934.52000000,1935.40000000,1934.00000000,1935.39000000
1688171220000,1935.39000000,1937.47000000,1935.39000000,1937.26000000
1688171280000,1937.26000000,1938.97000000,1937.25000000,1938.97000000
1688171340000,1938.96000000,1940.80000000,1938.36000000,1939.59000000
1688171400000,1939.58000000,1939.87000000,1937.99000000,1939.86000000
1688171460000,1939.87000000,1940.12000000,1938.50000000,1938.99000000
1688171520000,1938.99000000,1939.00000000,1937.98000000,1939.00000000
1688171580000,1939.00000000,1939.00000000,1938.26000000,1938.64000000
1688171640000,1938.65000000,1938.65000000,1937.74000000,1937.74000000
1688171700000,1937.74000000,1938.18000000,1935.77000000,1938.18000000
1688171760000,1938.17000000,1938.18000000,1937.22000000,1937.22000000
1688171820000,1937.23000000,1937.99000000,1937.11000000,1937.61000000
1688171880000,1937.61000000,1940.58000000,1937.60000000,1940.15000000
1688171940000,1940.14000000,1941.38000000,1939.61000000,1941.38000000
1688172000000,1941.37000000,1942.00000000,1940.32000000,1941.41000000
1688172060000,1941.41000000,1942.64000000,1940.71000000,1942.64000000
1688172120000,1942.63000000,1944.56000000,1942.45000000,1942.80000000
1688172180000,1942.80000000,1943.24000000,1942.80000000,1942.81000000
1688172240000,1942.81000000,1943.20000000,1942.54000000,1943.18000000
1688172300000,1943.17000000,1943.18000000,1938.97000000,1939.01000000
1688172360000,1939.02000000,1939.73000000,1937.63000000,1939.00000000
1688172420000,1939.00000000,1939.01000000,1937.87000000,1937.88000000
1688172480000,1937.88000000,1938.27000000,1937.50000000,1937.99000000
1688172540000,1937.99000000,1940.40000000,1937.53000000,1938.61000000
1688172600000,1938.60000000,1938.61000000,1937.24000000,1937.68000000
1688172660000,1937.69000000,1938.00000000,1936.96000000,1936.97000000
1688172720000,1936.96000000,1937.20000000,1936.80000000,1937.00000000
1688172780000,1937.00000000,1937.65000000,1934.90000000,1936.49000000
1688172840000,1936.49000000,1937.39000000,1935.81000000,1935.82000000
1688172900000,1935.81000000,1936.00000000,1935.30000000,1935.94000000
1688172960000,1935.93000000,1935.94000000,1934.04000000,1934.33000000
1688173020000,1934.32000000,1934.33000000,1934.00000000,1934.11000000
1688173080000,1934.10000000,1935.00000000,1933.50000000,1934.99000000
1688173140000,1935.00000000,1935.09000000,1934.10000000,1934.11000000
1688173200000,1934.11000000,1934.39000000,1932.98000000,1934.00000000
1688173260000,1933.99000000,1935.19000000,1933.60000000,1935.17000000
1688173320000,1935.16000000,1935.17000000,1934.50000000,1934.66000000
1688173380000,1934.66000000,1936.13000000,1934.20000000,1935.31000000
1688173440000,1935.31000000,1935.31000000,1933.35000000,1933.53000000
1688173500000,1933.54000000,1933.54000000,1931.90000000,1932.89000000
1688173560000,1932.89000000,1932.90000000,1931.06000000,1931.38000000
1688173620000,1931.37000000,1931.38000000,1928.50000000,1928.50000000
1688173680000,1928.51000000,1929.80000000,1927.50000000,1929.40000000
1688173740000,1929.40000000,1930.81000000,1928.85000000,1930.81000000
1688173800000,1930.80000000,1931.99000000,1930.80000000,1931.60000000
1688173860000,1931.60000000,1933.20000000,1931.59000000,1933.20000000
1688173920000,1933.20000000,1933.44000000,1932.54000000,1933.43000000
1688173980000,1933.43000000,1933.44000000,1932.60000000,1933.43000000
1688174040000,1933.43000000,1933.43000000,1932.60000000,1932.61000000
1688174100000,1932.60000000,1932.61000000,1929.96000000,1930.11000000
1688174160000,1930.10000000,1930.49000000,1929.03000000,1930.49000000
1688174220000,1930.48000000,1931.98000000,1924.81000000,1927.04000000
1688174280000,1927.03000000,1929.80000000,1927.03000000,1929.64000000
1688174340000,1929.64000000,1929.67000000,1926.20000000,1927.83000000
1688174400000,1927.84000000,1929.83000000,1926.51000000,1926.55000000
1688174460000,1926.56000000,1928.76000000,1926.25000000,1928.06000000
1688174520000,1928.07000000,1928.75000000,1926.61000000,1927.44000000
1688174580000,1927.43000000,1927.80000000,1924.25000000,1925.90000000
1688174640000,1925.90000000,1926.87000000,1925.22000000,1926.86000000
1688174700000,1926.86000000,1928.80000000,1926.86000000,1927.76000000
1688174760000,1927.77000000,1928.28000000,1927.18000000,1927.64000000
1688174820000,1927.63000000,1929.50000000,1927.57000000,1928.20000000
1688174880000,1928.19000000,1928.59000000,1927.60000000,1928.00000000
1688174940000,1928.00000000,1928.89000000,1927.73000000,1928.42000000
1688175000000,1928.43000000,1929.24000000,1927.45000000,1929.24000000
1688175060000,1929.24000000,1929.68000000,1928.53000000,1929.67000000
1688175120000,1929.68000000,1929.68000000,1928.74000000,1928.74000000
1688175180000,1928.74000000,1930.29000000,1928.68000000,1930.00000000
1688175240000,1929.99000000,1930.07000000,1928.80000000,1928.81000000
1688175300000,1928.81000000,1929.04000000,1928.65000000,1929.04000000
1688175360000,1929.03000000,1929.50000000,1928.24000000,1929.49000000
1688175420000,1929.50000000,1930.06000000,1929.01000000,1929.70000000
1688175480000,1929.69000000,1929.70000000,1929.30000000,1929.50000000
1688175540000,1929.49000000,1929.50000000,1929.02000000,1929.16000000
1688175600000,1929.15000000,1929.50000000,1927.66000000,1929.35000000
1688175660000,1929.35000000,1930.20000000,1929.35000000,1930.20000000
1688175720000,1930.19000000,1930.20000000,1929.51000000,1930.06000000
1688175780000,1930.07000000,1930.19000000,1929.61000000,1929.84000000
1688175840000,1929.84000000,1929.84000000,1929.00000000,1929.01000000
1688175900000,1929.00000000,1929.49000000,1927.66000000,1929.47000000
1688175960000,1929.46000000,1929.47000000,1929.00000000,1929.21000000
1688176020000,1929.20000000,1930.16000000,1929.20000000,1929.78000000
1688176080000,1929.77000000,1930.87000000,1929.77000000,1930.84000000
