timestamp,open,high,low,close
1748736000000000,104591.88000000,104647.11000000,104591.88000000,104647.11000000
1748736060000000,104647.10000000,104647.11000000,104586.63000000,104600.77000000
1748736120000000,104600.77000000,104600.77000000,104537.73000000,104584.90000000
1748736180000000,104584.90000000,104605.60000000,104571.90000000,104571.90000000
1748736240000000,104571.91000000,104571.91000000,104530.42000000,104530.43000000
1748736300000000,104530.43000000,104559.56000000,104530.42000000,104555.93000000
1748736360000000,104555.93000000,104559.56000000,104552.29000000,104552.29000000
1748736420000000,104552.29000000,104552.29000000,104527.69000000,104527.70000000
1748736480000000,104527.69000000,104535.84000000,104509.21000000,104524.05000000
1748736540000000,104524.05000000,104535.84000000,104524.05000000,104535.84000000
1748736600000000,104535.84000000,104536.59000000,104525.11000000,104525.12000000
1748736660000000,104525.11000000,104525.12000000,104506.11000000,104510.94000000
1748736720000000,104510.94000000,104520.27000000,104510.13000000,104510.14000000
1748736780000000,104510.13000000,104510.13000000,104454.41000000,104475.04000000
1748736840000000,104475.03000000,104475.04000000,104462.55000000,104473.01000000
1748736900000000,104473.01000000,104487.81000000,104414.88000000,104429.12000000
1748736960000000,104429.12000000,104449.18000000,104419.11000000,104449.18000000
1748737020000000,104449.18000000,104457.13000000,104404.75000000,104439.01000000
1748737080000000,104439.01000000,104461.74000000,104396.22000000,104413.62000000
1748737140000000,104413.62000000,104462.18000000,104413.61000000,104462.18000000
1748737200000000,104462.17000000,104490.57000000,104462.17000000,104490.55000000
1748737260000000,104490.56000000,104490.57000000,104490.55000000,104490.57000000
1748737320000000,104490.57000000,104490.57000000,104461.47000000,104461.47000000
1748737380000000,104461.48000000,104461.48000000,104374.79000000,104386.17000000
1748737440000000,104386.17000000,104474.11000000,104386.16000000,104433.71000000
1748737500000000,104433.70000000,104453.82000000,104396.22000000,104396.23000000
1748737560000000,104396.22000000,104419.80000000,104396.22000000,104398.58000000
1748737620000000,104398.58000000,104457.71000000,104398.58000000,104435.13000000
1748737680000000,104435.12000000,104435.13000000,104381.24000000,104381.25000000
1748737740000000,104381.25000000,104404.35000000,104370.26000000,104380.96000000
1748737800000000,104380.95000000,104380.96000000,104320.02000000,104354.36000000
1748737860000000,104354.36000000,104378.55000000,104338.67000000,104358.31000000
1748737920000000,104358.31000000,104424.85000000,104358.31000000,104403.14000000
1748737980000000,104403.15000000,104406.33000000,104341.46000000,104355.90000000
1748738040000000,104355.90000000,104373.49000000,104349.47000000,104373.49000000
1748738100000000,104373.49000000,104443.39000000,104373.48000000,104443.39000000
1748738160000000,104443.40000000,104443.40000000,104419.95000000,104439.02000000
1748738220000000,104439.01000000,104443.40000000,104439.01000000,104443.40000000
1748738280000000,104443.39000000,104450.00000000,104429.83000000,104450.00000000
1748738340000000,104450.00000000,104455.96000000,104432.95000000,104455.96000000
1748738400000000,104455.95000000,104455.95000000,104441.11000000,104452.66000000
1748738460000000,104452.66000000,104452.66000000,104434.34000000,104434.34000000
1748738520000000,104434.35000000,104439.03000000,104434.34000000,104439.03000000
1748738580000000,104439.03000000,104455.34000000,104439.03000000,104455.33000000
1748738640000000,104455.33000000,104455.35000000,104455.33000000,104455.34000000
1748738700000000,104455.34000000,104480.00000000,104455.34000000,104480.00000000
1748738760000000,104479.99000000,104480.00000000,104455.38000000,104455.38000000
1748738820000000,104455.34000000,104455.34000000,104417.14000000,104429.44000000
1748738880000000,104429.45000000,104443.40000000,104429.44000000,104435.56000000
1748738940000000,104435.56000000,104446.02000000,104435.56000000,104443.40000000
1748739000000000,104443.39000000,104443.40000000,104443.39000000,104443.39000000
1748739060000000,104443.39000000,104443.40000000,104443.39000000,104443.39000000
1748739120000000,104443.39000000,104454.26000000,104443.39000000,104454.26000000
1748739180000000,104454.25000000,104454.26000000,104443.80000000,104443.80000000
1748739240000000,104443.81000000,104443.81000000,104404.13000000,104404.13000000
1748739300000000,104404.13000000,104404.14000000,104390.24000000,104404.03000000
1748739360000000,104404.03000000,104415.65000000,104404.03000000,104415.65000000
1748739420000000,104415.65000000,104415.65000000,104415.64000000,104415.65000000
1748739480000000,104415.65000000,104424.67000000,104415.64000000,104424.66000000
1748739540000000,104424.67000000,104446.50000000,104424.66000000,104446.49000000
1748739600000000,104446.49000000,104455.10000000,104434.48000000,104434.49000000
1748739660000000,104434.49000000,104434.49000000,104429.97000000,104429.97000000
1748739720000000,104429.97000000,104429.98000000,104422.69000000,104422.70000000
1748739780000000,104422.69000000,104422.70000000,104401.84000000,104419.12000000
1748739840000000,104419.13000000,104419.13000000,104390.37000000,104390.37000000
1748739900000000,104390.37000000,104396.23000000,104390.37000000,104396.22000000
1748739960000000,104396.22000000,104396.23000000,104370.53000000,104370.53000000
1748740020000000,104370.53000000,104370.54000000,104356.81000000,104356.81000000
1748740080000000,104356.81000000,104390.25000000,104349.05000000,104363.02000000
1748740140000000,104363.03000000,104363.03000000,104349.05000000,104349.05000000
1748740200000000,104349.05000000,104371.40000000,104349.05000000,104371.40000000
1748740260000000,104371.40000000,104415.97000000,104371.40000000,104415.96000000
1748740320000000,104415.96000000,104415.96000000,104413.53000000,104413.54000000
1748740380000000,104413.54000000,104415.99000000,104413.53000000,104415.98000000
1748740440000000,104415.98000000,104470.65000000,104415.97000000,104470.65000000
1748740500000000,104470.65000000,104470.65000000,104470.64000000,104470.65000000
1748740560000000,104470.65000000,104505.58000000,104470.64000000,104498.10000000
1748740620000000,104498.11000000,104498.11000000,104477.21000000,104477.22000000
1748740680000000,104477.21000000,104477.22000000,104349.05000000,104349.05000000
1748740740000000,104349.05000000,104356.79000000,104341.46000000,104353.01000000
1748740800000000,104353.00000000,104356.79000000,104341.46000000,104356.79000000
1748740860000000,104356.78000000,104356.78000000,104343.70000000,104343.71000000
1748740920000000,104343.70000000,104343.70000000,104329.08000000,104329.08000000
1748740980000000,104329.08000000,104329.09000000,104316.53000000,104316.54000000
1748741040000000,104316.54000000,104341.46000000,104316.53000000,104341.46000000
1748741100000000,104341.46000000,104341.46000000,104311.12000000,104317.68000000
1748741160000000,104317.68000000,104369.25000000,104317.67000000,104369.25000000
1748741220000000,104369.24000000,104387.98000000,104369.24000000,104387.97000000
1748741280000000,104387.98000000,104421.25000000,104387.98000000,104421.25000000
1748741340000000,104421.25000000,104421.25000000,104376.81000000,104382.54000000
1748741400000000,104382.54000000,104382.54000000,104382.53000000,104382.54000000
1748741460000000,104382.54000000,104396.23000000,104382.53000000,104396.23000000
1748741520000000,104396.22000000,104396.23000000,104326.96000000,104349.05000000
1748741580000000,104349.04000000,104349.05000000,104323.42000000,104323.79000000
1748741640000000,104323.79000000,104323.79000000,104277.55000000,104279.86000000
1748741700000000,104279.86000000,104279.86000000,104207.54000000,104271.35000000
1748741760000000,104271.36000000,104298.42000000,104271.35000000,104294.61000000
1748741820000000,104294.61000000,104294.61000000,104210.83000000,104243.24000000
1748741880000000,104243.24000000,104243.24000000,104201.44000000,104222.74000000
1748741940000000,104222.74000000,104222.74000000,104185.00000000,104185.01000000
1748742000000000,104185.01000000,104192.34000000,104171.99000000,104192.31000000
