timestamp,open,high,low,close
1677628800000,1605.24000000,1605.97000000,1604.47000000,1605.75000000
1677628860000,1605.75000000,1605.75000000,1604.62000000,1604.90000000
1677628920000,1604.90000000,1605.19000000,1604.36000000,1605.00000000
1677628980000,1605.00000000,1605.19000000,1604.77000000,1604.97000000
1677629040000,1604.98000000,1605.18000000,1604.97000000,1605.18000000
1677629100000,1605.17000000,1605.19000000,1604.73000000,1604.96000000
1677629160000,1604.95000000,1605.17000000,1604.66000000,1604.74000000
1677629220000,1604.75000000,1604.75000000,1602.58000000,1602.59000000
1677629280000,1602.59000000,1603.66000000,1602.24000000,1602.38000000
1677629340000,1602.37000000,1602.38000000,1600.00000000,1600.11000000
1677629400000,1600.10000000,1601.28000000,1600.00000000,1600.57000000
1677629460000,1600.56000000,1601.29000000,1599.77000000,1601.28000000
1677629520000,1601.28000000,1605.18000000,1601.28000000,1604.59000000
1677629580000,1604.60000000,1605.19000000,1604.19000000,1605.19000000
1677629640000,1605.18000000,1605.19000000,1604.70000000,1605.15000000
1677629700000,1605.16000000,1605.98000000,1605.15000000,1605.73000000
1677629760000,1605.72000000,1605.99000000,1604.98000000,1605.80000000
1677629820000,1605.80000000,1606.85000000,1605.79000000,1606.64000000
1677629880000,1606.63000000,1606.64000000,1605.86000000,1606.39000000
1677629940000,1606.39000000,1607.03000000,1606.31000000,1607.03000000
1677630000000,1607.02000000,1607.08000000,1606.20000000,1606.94000000
1677630060000,1606.94000000,1607.54000000,1606.93000000,1607.54000000
1677630120000,1607.53000000,1609.28000000,1607.53000000,1608.00000000
1677630180000,1608.00000000,1608.10000000,1607.54000000,1607.54000000
1677630240000,1607.55000000,1609.28000000,1607.54000000,1608.39000000
1677630300000,1608.38000000,1608.63000000,1607.10000000,1607.11000000
1677630360000,1607.10000000,1608.64000000,1607.10000000,1608.49000000
1677630420000,1608.48000000,1608.49000000,1607.10000000,1607.10000000
1677630480000,1607.10000000,1607.11000000,1606.26000000,1606.56000000
1677630540000,1606.56000000,1606.57000000,1605.86000000,1606.14000000
